dimension,active_display_tag,raw_tag_count,support,raw_support_pct,review_required_rows,review_required_support,review_required_support_pct,long_tail_rows,long_tail_support,candidate_rows,active_merge_rows,raw_tags,governance_actions,top_processes,top_effects,top_paths,top_context_tags
llm,cleanse,1,155,0.032,0,0,0.0,0,0,0,0,cleanse=155,keep_head=1,,,,cleanup=191855889; review=54579412; gcutoff=24037685; cleanups=22119123; cachecontrol=19286887; build=12870511
prompt,install,1,151,0.031,0,0,0.0,0,0,0,0,install=151,keep_head=1,git=31; tool/tool=29; sed=24; gh=13; rg=13; rm=12,read=72; process=58; write=9; test=5; repo=4; network=3,none=56; readme.md=16; readme.zh-cn.md=15; eunomia-bpf=14; tmp=10; collector/src=10,design=93; review=56; test=5
prompt,graphrefine,1,146,0.03,0,0,0.0,0,0,0,0,graphrefine=146,keep_head=1,git=41; tool/tool=41; python3=15; jq=10; rg=9; sed=8,read=73; process=65; write=8,none=58; runner=34; micro=31; /=5; tmp=4; docs/tmp=2,refactor=147
prompt,analysis,1,143,0.03,0,0,0.0,0,0,0,0,analysis=143,keep_head=1,agentsight-userflow=42; rg=17; cp=12; find=12; sed=10; pwd=8,process=86; read=55; network=2,tmp=52; none=18; agentsight=16; bpfopt=6; docs/tmp=5; .md=4,design=123; refactor=23
prompt,serveevents,1,140,0.029,0,0,0.0,0,0,0,0,serveevents=140,keep_head=1,cd=90; tool/edit=38; tool/read=12,process=122; network=18,collector/src=66; repo=20; claude.md=6; tmp=6; collector=6; main.rs=6,review=141
session,uximprove,1,140,0.029,0,0,0.0,0,0,0,0,uximprove=140,keep_head=1,git=52; rg=52; sed=28; cargo=4; head=4,read=136; process=2; test=2,collector/src=52; readme.md=20; collector/tests=18; none=16; docs/agents_usage.md=12; docs/fixtures=8,improve=102; clarify=38
prompt,foldersetup,1,139,0.029,0,0,0.0,0,0,0,0,foldersetup=139,keep_head=1,git=28; sed=19; tool/tool=14; find=10; cargo=10; balancer_ingress=9,read=76; process=47; test=8; write=8,docs/tmp=37; none=30; bpfopt=27; tmp=16; target=5; bpfopt-katran-mapinline-const-dce=3,research=135; analyze=6
prompt,serve,1,138,0.029,0,0,0.0,0,0,0,0,serve=138,keep_head=1,tool/tool=40; du=28; find=14; ps=14; python3=10; ls=6,process=106; read=30; write=2,none=70; yunwei37=22; huggingface=16; home=12; docs/eval_scripts=6; docs/corpus-rq1=4,test=140
prompt,maintain,1,134,0.028,0,0,0.0,0,0,0,0,maintain=134,keep_head=1,sed=43; rg=22; git=16; ls=13; make=13; rm=10,read=94; process=30; test=10,bpf=77; none=44; collector/src=6; process=3; collector/vendor=1; collector/build.rs=1,review=135
llm,release,1,131,0.027,0,0,0.0,0,0,0,0,release=131,keep_head=1,,,,review=177106; commit=149874; refactor=64240; test=37837; design=1073; research=789
prompt,docgen,1,131,0.027,0,0,0.0,0,0,0,0,docgen=131,keep_head=1,python3=19; cargo=16; rg=13; find=10; git=10; jq=10,read=65; process=64; write=2,docs/design=60; none=25; collector/cargo.toml=16; docs/experiment-plans=2; docs/tmp=2; frontend/next.config.js=2,visdesign=101; license=26; design=7
prompt,flags,1,131,0.027,0,0,0.0,0,0,0,0,flags=131,keep_head=1,sed=33; rg=23; git=19; python3=12; tool/tool=12; tool/plan=7,read=81; process=38; write=11; test=1,llvm-backend=38; none=23; llvm=14; module=13; micro=9; bpfopt=8,refactor=132
prompt,checkpoint,1,126,0.026,1,126,100.0,0,0,1,0,checkpoint=126,regenerate_candidate=1,rg=42; sed=22; git=18; nl=14; tool/tool=10; tool/plan=8,read=100; process=26,docs/experiment-plans=34; docs/research_plan.md=30; none=22; docs/tmp=18; plan=8; osdi-experiment-design=4,design=127
prompt,explore,1,126,0.026,0,0,0.0,0,0,0,0,explore=126,keep_head=1,find=48; tool/read=40; grep=32; wc=4; ls=2,read=86; process=40,bpf=42; collector/src=24; frontend/src=20; .rs=6; .tsx=6; .c=4,bpfanalyze=127
session,bpfanalyze,1,126,0.026,1,126,100.0,0,0,0,0,bpfanalyze=126,review_merge=1,find=48; tool/read=40; grep=32; wc=4; ls=2,read=86; process=40,bpf=42; collector/src=24; frontend/src=20; .rs=6; .tsx=6; .c=4,explore=126
prompt,diffpatch,1,120,0.025,0,0,0.0,0,0,0,0,diffpatch=120,keep_head=1,git=36; sed=15; wc=14; cargo=13; rg=13; make=8,read=82; process=25; test=12; repo=1,bpf=61; none=44; docs/tmp=6; collector/src=3; claude.md=2; collector/test=2,test=121
prompt,evalplan,1,120,0.025,0,0,0.0,0,0,0,0,evalplan=120,keep_head=1,rg=60; git=32; sed=14; nl=10; tool/plan=2; for=2,read=116; process=4,.md=26; none=20; docs/experiment-plans=20; docs/tmp=20; docs/phase1_design.md=10; docs/research_plan.md=10,design=121
prompt,inspect,1,119,0.025,0,0,0.0,0,0,0,0,inspect=119,keep_head=1,git=36; sed=15; wc=14; cargo=13; rg=13; make=8,read=82; process=24; test=12; repo=1,bpf=61; none=43; docs/tmp=6; collector/src=3; claude.md=2; collector/test=2,test=120
llm,plan,2,118,0.024,0,0,0.0,0,0,0,1,updateplan=101; plan=17,keep_head=1; auto_canonicalize_existing=1,,,,refactor=26563167840; review=5737524433; ignored=3389975493; debug=2293219104; analysis=565433140; design=526916535; test=668; analyze=121
prompt,backup,1,116,0.024,0,0,0.0,0,0,0,0,backup=116,keep_head=1,find=20; jq=20; tool/tool=12; ai-agent-trace-backups=8; du=8; f_find=8,process=72; read=42; write=2,none=78; workspace=22; yunwei37=6; subagents=4; .claude=2; home=2,backup=118
llm,format,1,113,0.023,0,0,0.0,0,0,0,0,format=113,keep_head=1,,,,refactor=763763; review=706; test=342; analyze=289; research=285; commitlog=228
llm,compare,1,107,0.022,0,0,0.0,0,0,0,0,compare=107,keep_head=1,,,,refactor=966704; review=754907; compare=144120; test=89769; cli=51691; research=458
prompt,cleanups,1,106,0.022,1,106,100.0,0,0,1,0,cleanups=106,auto_canonicalize_existing=1,tool/tool=40; du=38; docker=20; df=6; journalctl=2,process=106,none=64; home=12; var=10; /=6; yunwei37=6; opt=2,cleanup=109; test=1
prompt,improve,1,104,0.022,0,0,0.0,0,0,0,0,improve=104,keep_head=1,git=36; rg=34; sed=24; cargo=4; head=4; tool/read=2,read=98; process=4; test=2,collector/src=42; readme.md=18; collector/tests=16; none=10; docs/agents_usage.md=8; docs/fixtures=8,uximprove=103; docs=3
prompt,configyaml,1,102,0.021,0,0,0.0,0,0,0,0,configyaml=102,keep_head=1,sed=26; tool/tool=20; rg=12; docker=10; find=10; python3=10,read=52; process=50,none=36; runner=22; daemon=22; bpf-benchmark=10; corpus=10; .rs=2,research=103
prompt,codexinteg,1,100,0.021,1,100,100.0,0,0,1,0,codexinteg=100,regenerate_candidate=1,wc=36; rg=30; sed=26; cargo=6; nl=2,read=94; test=4; process=2,collector/src=80; collector/tests=8; none=6; .rs=6,uxdesign=101
prompt,perfstrace,1,97,0.02,1,97,100.0,1,97,1,0,perfstrace=97,auto_canonicalize_existing=1,git=21; tmp_mktemp=14; opencode=10; agentsight=7; rg=7; claude=4,process=60; read=35; test=2,none=44; collector/target=10; ghcr.io=8; docs/fixtures=8; tmp=5; collector/src=5,design=99
llm,cli,1,95,0.02,0,0,0.0,0,0,0,0,cli=95,keep_head=1,,,,setup=85069; build=74500; docs=43150; listsrc=9534; research=3260; cli=2938
prompt,readme,1,95,0.02,0,0,0.0,1,95,0,0,readme=95,keep_rare_distinct=1,git=34; tool/tool=18; sed=12; rg=8; for=8; find=3,read=59; process=33; write=3,llvm-backend=35; none=26; micro=14; head:llvm-backend=9; docs/design=4; readme.md=3,refactor=86; design=11
prompt,update,1,95,0.02,1,95,100.0,1,95,1,0,update=95,regenerate_candidate=1,rg=28; sed=20; tool/tool=19; git=16; tool/plan=3; find=3,read=69; process=26,none=21; agents.md=10; llvm-backend=10; module=10; collector/src=9; micro=4,refactor=76; design=25
session,verify,6,91,0.019,0,0,0.0,6,91,0,5,verify=76; jsonokno=10; verifyimport=2; rawsslok=1; sslcountchk=1; sslverify=1,auto_canonicalize_existing=5; keep_rare_distinct=1,tool/read=22; find=22; grep=18; python3=10; git=8; python=6; for=2,read=48; process=32; write=8,collector/src=32; none=20; yunwei37=14; docs/visexp=8; home=8; projects=6,verify=76; jsonokno=10; verifyimport=2
llm,measure,4,90,0.019,0,0,0.0,1,6,0,3,countlines=39; stats=34; measure=11; metrics=6,auto_canonicalize_existing=3; keep_head=1,,,,countlines=516200; refactor=459669; metrics=117285; build=101703; design=627; analyze=349; trace=294; backup=165
prompt,comment,1,90,0.019,0,0,0.0,1,90,0,0,comment=90,keep_rare_distinct=1,git=36; rg=24; cargo=8; find=4; sed=3; tool/tool=3,read=63; process=16; test=6; repo=4; network=1,none=34; collector/src=16; docs/design=4; collector/build.rs=3; docs/build.md=3; readme.md=3,review=92
prompt,marketdoc,1,90,0.019,0,0,0.0,1,90,0,0,marketdoc=90,keep_rare_distinct=1,curl=26; rg=18; sed=16; git=10; tool/plan=6; ls=4,read=52; network=26; process=12,docs/design=48; none=36; .md=2; docs/claude-code-analysis.md=2; https_:=2,design=92
llm,lint,1,85,0.018,0,0,0.0,0,0,0,0,lint=85,keep_head=1,,,,refactor=534508; test=373957; lint=364160; review=51298; cli=43052; merge=40757
llm,explain,1,84,0.017,0,0,0.0,0,0,0,0,explain=84,keep_head=1,,,,explain=451422; test=90847; design=63106; optimize=7909; refactor=2696; trace=780
prompt,refineui,1,84,0.017,0,0,0.0,1,84,0,0,refineui=84,keep_rare_distinct=1,rg=36; sed=32; nl=8; test=4; git=2; ls=2,read=80; process=4,collector/src=30; docs/design=18; collector/tests=10; none=8; readme.md=6; readme.zh-cn.md=4,docs=85
llm,summary,1,83,0.017,0,0,0.0,0,0,0,0,summary=83,keep_head=1,,,,refactor=508371; test=63252; docs=39406; review=875; analyze=568; summary=437
prompt,featurereq,1,82,0.017,0,0,0.0,1,82,0,0,featurereq=82,keep_rare_distinct=1,sed=48; rg=16; nl=12; find=4; git=2,read=82,collector/src=30; frontend/src=28; none=8; readme.md=8; claude.md=2; collector/cargo.toml=2,design=87
prompt,question,1,82,0.017,0,0,0.0,1,82,0,0,question=82,keep_rare_distinct=1,cargo=20; sed=18; tmpdir_mktemp=17; rg=13; git=8; nl=4,read=43; process=32; test=7,collector/cargo.toml=31; collector/src=19; readme.md=9; docs/fixtures=9; docs/agents_usage.md=6; none=4,design=83
prompt,tokenize,1,80,0.017,0,0,0.0,1,80,0,0,tokenize=80,keep_rare_distinct=1,sed=21; rg=15; git=12; cargo=7; nl=7; tool/plan=4,read=58; process=16; test=6,collector/src=45; none=12; collector/cargo.toml=8; bpf=7; collector/target=3; proc=2,review=81
llm,commit,1,79,0.016,0,0,0.0,0,0,0,0,commit=79,keep_head=1,,,,review=1328463; refactor=1105694; lint=423428; setup=246761; metrics=139407; commit=117692
prompt,cisetup,1,78,0.016,0,0,0.0,1,78,0,0,cisetup=78,keep_rare_distinct=1,git=30; cd=16; rg=8; sed=8; tool/tool=3; tool/plan=2,read=39; process=27; repo=10; network=2,none=29; tmp=6; collector/cargo.toml=5; collector/src=5; .github/workflows=4; collector/readme.md=4,design=79
prompt,kinsn,1,78,0.016,0,0,0.0,1,78,0,0,kinsn=78,keep_rare_distinct=1,tool/tool=28; sed=16; rg=14; objdump=5; python3=4; tool/plan=3,process=44; read=34,none=37; micro=22; analysis=6; module=6; runner=5; handcraft.handcraft.c=1,refactor=79
prompt,testrewrite,1,78,0.016,1,78,100.0,1,78,1,0,testrewrite=78,auto_canonicalize_existing=1,sed=40; rg=10; git=9; tool/plan=4; cargo=4; tool/tool=4,read=60; process=14; test=4,bpf=32; none=20; collector/src=19; collector/test=4; source=1; update=1,test=79
prompt,readcmd,1,76,0.016,0,0,0.0,1,76,0,0,readcmd=76,keep_rare_distinct=1,tool/read=34; grep=22; find=18; ls=2,read=42; process=34,collector/src=64; .rs=4; sinks=2; sources=2; lib.rs=2; main.rs=2,readcmd=77
session,cli,1,76,0.016,0,0,0.0,1,76,0,0,cli=76,keep_rare_distinct=1,tool/read=40; grep=20; find=12; wc=4,process=40; read=36,collector/src=66; .rs=6; collector/cargo.toml=2; ._src=2,cli=76
session,readcmd,1,76,0.016,0,0,0.0,1,76,0,0,readcmd=76,keep_rare_distinct=1,tool/read=34; grep=22; find=18; ls=2,read=42; process=34,collector/src=64; .rs=4; sinks=2; sources=2; lib.rs=2; main.rs=2,readcmd=76
prompt,linksetup,1,75,0.016,0,0,0.0,1,75,0,0,linksetup=75,keep_rare_distinct=1,rg=15; sed=14; codex=10; python3=6; git=5; tool/tool=5,read=38; process=35; test=2,none=27; collector/src=12; .codex=8; actplane:=4; agents.md=3; claude.md=3,test=76
prompt,network,1,74,0.015,0,0,0.0,1,74,0,0,network=74,keep_rare_distinct=1,curl=13; sed=11; rg=6; lsof=5; setsid=5; old_pids_pgrep=4,process=36; read=24; network=14,none=34; collector/target=10; collector/src=6; tmp=4; readme.md=4; frontend/src=3,review=76; test=1; research=1
prompt,branching,1,71,0.015,0,0,0.0,1,71,0,0,branching=71,keep_rare_distinct=1,git=46; python3=14; find=8; cargo=2; mktemp=1,read=45; write=9; repo=8; process=6; test=2; network=1,none=30; docs/visexp=20; tmp=4; research=4; collector/cargo.toml=2; .html=2,analyze=77; docs=1
prompt,costanalysis,1,71,0.015,1,71,100.0,1,71,1,0,costanalysis=71,regenerate_candidate=1,tool/subagent=38; python3=11; git=7; sed=6; rg=3; tool/plan=2,process=50; read=20; write=1,docs/eval_runs=26; none=21; docs/papers=9; yunwei37=9; docs/rq1-expressiveness=4; docs/eval.md=1,refactor=72
prompt,npmpr,1,71,0.015,0,0,0.0,1,71,0,0,npmpr=71,keep_rare_distinct=1,git=41; cat=7; set=6; tool/tool=6; sed=5; gh=3,read=46; process=16; repo=9,none=22; .github/workflows=12; origin=12; package=10; bin=2; docs/distribution-submissions.md=2,branding=72
prompt,stats,1,70,0.015,0,0,0.0,1,70,0,0,stats=70,keep_rare_distinct=1,git=36; rg=20; cargo=8; find=4; sed=2,read=62; test=6; process=2,none=28; collector/src=10; docs/design=10; docs/fixtures=8; collector/adapters=6; collector/tests=6,design=71
llm,diff,1,68,0.014,0,0,0.0,0,0,0,0,diff=68,keep_head=1,,,,refactor=1940375; build=100536; docs=69618; review=670; analyze=262; research=225
llm,render,1,68,0.014,0,0,0.0,0,0,0,0,render=68,keep_head=1,,,,refactor=128714; sleep=20895; analyze=1082; review=483; tag=274; design=228
prompt,refactorrepo,1,67,0.014,1,67,100.0,1,67,1,0,refactorrepo=67,auto_canonicalize_existing=1,tool/subagent=38; python3=11; git=5; sed=5; rg=3; tool/plan=2,process=50; read=16; write=1,docs/eval_runs=24; none=22; yunwei37=9; sections=6; docs/rq1-expressiveness=4; docs/eval.md=1,refactor=68
prompt,release,1,67,0.014,0,0,0.0,1,67,0,0,release=67,keep_rare_distinct=1,git=19; sed=17; find=11; rg=11; cargo=2; if=2,read=59; process=5; network=3,none=13; ..=13; collector/src=8; .github/workflows=6; bpf=5; cargo.toml=4,design=50; test=19
prompt,push,1,66,0.014,0,0,0.0,1,66,0,0,push=66,keep_rare_distinct=1,curl=13; sed=8; lsof=5; setsid=5; git=4; old_pids_pgrep=4,process=34; read=17; network=14; repo=1,none=35; collector/target=10; collector/src=6; tmp=4; readme.md=3; package.json=1,review=67; test=1
prompt,survey,1,66,0.014,0,0,0.0,1,66,0,0,survey=66,keep_rare_distinct=1,sed=21; find=14; rg=11; python3=8; tool/plan=4; ls=2,read=50; process=16,none=17; runner=14; micro=9; bpfopt=7; .cache=3; artifacts=3,refactor=67; design=1
llm,deploy,1,64,0.013,0,0,0.0,0,0,0,0,deploy=64,keep_head=1,,,,review=1058410; metrics=475401; commit=368930; test=127129; deployed=116585; design=109627
llm,merge,1,64,0.013,0,0,0.0,0,0,0,0,merge=64,keep_head=1,,,,merge=1578939; docs=824956; review=667535; lint=457132; setup=406865; test=324557
prompt,challenge,1,64,0.013,0,0,0.0,1,64,0,0,challenge=64,keep_rare_distinct=1,rg=22; sed=20; tool/plan=10; wc=6; find=4; git=2,read=54; process=10,docs/design=46; none=14; .md=2; docs/experiment=2,design=67; research=1
prompt,coverpage,1,64,0.013,0,0,0.0,1,64,0,0,coverpage=64,keep_rare_distinct=1,tool/network=18; find=12; pdftotext=10; rg=10; tool/tool=8; pdfinfo=4,process=42; read=22,none=30; home=14; .md=10; yunwei37=4; my-paper-work=4; workspace=2,cover=65
prompt,listsrc,1,64,0.013,0,0,0.0,1,64,0,0,listsrc=64,keep_rare_distinct=1,tool/read=36; find=14; ls=14,process=36; read=28,collector/src=56; .rs=8,listsrc=65
prompt,visdesign,1,64,0.013,1,64,100.0,1,64,1,0,visdesign=64,auto_canonicalize_existing=1,sed=34; rg=10; nl=8; find=6; jq=4; git=2,read=64,docs/design=24; frontend/src=20; none=4; docs/sample-snapshot.json=4; cargo.toml=2; package.json=2,visdesign=65
session,cover,1,64,0.013,0,0,0.0,1,64,0,0,cover=64,keep_rare_distinct=1,tool/network=18; find=12; pdftotext=10; rg=10; tool/tool=8; pdfinfo=4,process=42; read=22,none=30; home=14; .md=10; yunwei37=4; my-paper-work=4; workspace=2,coverpage=64
session,listsrc,1,64,0.013,0,0,0.0,1,64,0,0,listsrc=64,keep_rare_distinct=1,tool/read=36; find=14; ls=14,process=36; read=28,collector/src=56; .rs=8,listsrc=64
prompt,procfs,1,63,0.013,0,0,0.0,1,63,0,0,procfs=63,keep_rare_distinct=1,rg=12; sed=9; cargo=8; agentsight=7; git=7; nl=6,read=41; process=16; test=6,collector/src=27; none=22; target=7; bpf=4; projects=2; skills=1,review=65
prompt,listfiles,1,62,0.013,0,0,0.0,1,62,0,0,listfiles=62,keep_rare_distinct=1,tool/read=52; find=4; wc=4; grep=2,process=52; read=10,collector/src=60; .rs=2,analyze=63
prompt,upgrade,1,62,0.013,0,0,0.0,1,62,0,0,upgrade=62,keep_rare_distinct=1,tool/tool=22; python3=12; find=6; for=6; df=4; du=4,process=54; read=8,none=32; docs/eval_scripts=8; home=6; yunwei37=4; huggingface=4; hub=2,test=63
prompt,loganalyze,1,61,0.013,1,61,100.0,1,61,0,0,loganalyze=61,review_merge=1,rg=28; sed=14; perl=10; tool/plan=4; find=3; cargo=1,read=45; process=15; test=1,bpfopt=14; module=14; tests/unittest=12; runner=9; micro=4; none=2,refactor=62
prompt,mapinline,1,60,0.012,0,0,0.0,1,60,0,0,mapinline=60,keep_rare_distinct=1,tool/tool=14; cargo=13; bpfopt-katran-debug.vo4oxz=6; git=5; rg=4; wc=3,process=30; read=17; test=13,bpfopt=26; none=21; target=4; debug=3; tmp=3; .applied_=1,research=61
llm,sync,1,58,0.012,0,0,0.0,0,0,0,0,sync=58,keep_head=1,,,,analyze=368; design=262; research=151; review=149; explain=141; refactor=125
llm,filter,1,56,0.012,0,0,0.0,0,0,0,0,filter=56,keep_head=1,,,,test=2906227; review=1196; analyze=656; refactor=591; research=183; design=160
llm,log,1,56,0.012,0,0,0.0,0,0,0,0,log=56,keep_head=1,,,,benchmark=440; review=424; analyze=421; refactor=390; design=239; docs=130
llm,testcodex,1,56,0.012,1,56,100.0,0,0,1,0,testcodex=56,auto_canonicalize_existing=1,,,,test=83254480; examples=657; compare=415; refactor=400; setup=342; testcodex=282
prompt,generate,1,56,0.012,0,0,0.0,1,56,0,0,generate=56,keep_rare_distinct=1,sed=12; tmp_mktemp=12; rg=10; rm=8; python3=6; tool/tool=4,process=32; read=24,docs/eval_scripts=18; bpf=14; docs/eval.md=6; bin=4; src=4; target=4,test=57
prompt,tokenadapt,1,54,0.011,0,0,0.0,1,54,0,0,tokenadapt=54,keep_rare_distinct=1,rg=18; ls=12; sed=10; git=8; rustfmt=4; find=2,read=50; process=4,collector/src=16; docs/design=16; collector/tests=10; collector/adapters=6; none=4; docs/fixtures=2,design=55
prompt,bin,1,52,0.011,0,0,0.0,1,52,0,0,bin=52,keep_rare_distinct=1,tool/tool=20; git=9; python3=5; sha256sum=4; jq=3; bpfrejit_corpus_apps_katran=2,process=34; read=17; write=1,none=25; runner=12; docs/tmp=9; corpus=6,research=53
prompt,cleanse,1,52,0.011,0,0,0.0,1,52,0,0,cleanse=52,keep_rare_distinct=1,du=24; rm=16; git=6; df=4; tool/tool=2,process=46; read=6,none=20; docs/tmp=14; bpfopt=4; daemon=4; runner=4; corpus=2,cleanup=53
llm,push,1,49,0.01,0,0,0.0,0,0,0,0,push=49,keep_head=1,,,,monitor=67632; refactor=187; design=177; research=174; analyze=164; explain=76
llm,visdesign,1,48,0.01,1,48,100.0,0,0,0,0,visdesign=48,review_merge=1,,,,docgen=27573635; visdesign=1102193
prompt,cost,1,48,0.01,0,0,0.0,1,48,0,0,cost=48,keep_rare_distinct=1,git=21; sed=6; tool/tool=4; for=3; make=3; nl=3,read=33; process=14; test=1,llvm-backend=21; none=10; module=6; lib=5; llvm=2; micro=1,refactor=50
