stratum_type,project,vendor,command_name,calls,share_of_shell_calls
overall,ALL,ALL,gemini-real;,1,8.042334850653843e-06
overall,ALL,ALL,getent,1,8.042334850653843e-06
overall,ALL,ALL,gh,3050,0.024529121294494218
overall,ALL,ALL,gio,2,1.6084669701307685e-05
overall,ALL,ALL,git,15098,0.1214231715751717
overall,ALL,ALL,go,37,0.00029756638947419213
overall,ALL,ALL,google-chrome,5,4.021167425326921e-05
overall,ALL,ALL,grep,4174,0.03356870566662914
overall,ALL,ALL,grok,62,0.0004986247607405382
overall,ALL,ALL,gzip,4,3.216933940261537e-05
overall,ALL,ALL,head,388,0.003120425922053691
overall,ALL,ALL,head=$(git,9,7.238101365588458e-05
overall,ALL,ALL,head_lines=$(git,4,3.216933940261537e-05
overall,ALL,ALL,hf,38,0.000305608724324846
overall,ALL,ALL,hierarchical-research-state-machine.md,1,8.042334850653843e-06
overall,ALL,ALL,hintbench.json;,5,4.021167425326921e-05
overall,ALL,ALL,hintbench_val.json;,1,8.042334850653843e-06
overall,ALL,ALL,home,2,1.6084669701307685e-05
overall,ALL,ALL,host,1,8.042334850653843e-06
overall,ALL,ALL,hp-probe,1,8.042334850653843e-06
overall,ALL,ALL,http-response-filter-fix-20260715-174922;,3,2.4127004551961524e-05
overall,ALL,ALL,i.test(`${x.name},1,8.042334850653843e-06
overall,ALL,ALL,i.test(n)).join(n));,1,8.042334850653843e-06
overall,ALL,ALL,id,22,0.00017693136671438452
overall,ALL,ALL,id;,1,8.042334850653843e-06
overall,ALL,ALL,id=$(sudo,2,1.6084669701307685e-05
overall,ALL,ALL,identify,11,8.846568335719226e-05
overall,ALL,ALL,ids=$(find,3,2.4127004551961524e-05
overall,ALL,ALL,if,105,0.0008444451593186534
overall,ALL,ALL,include;,2,1.6084669701307685e-05
overall,ALL,ALL,init_skill.py,1,8.042334850653843e-06
overall,ALL,ALL,inkscape,1,8.042334850653843e-06
overall,ALL,ALL,install,10,8.042334850653842e-05
overall,ALL,ALL,instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5.traj.json,1,8.042334850653843e-06
overall,ALL,ALL,ip,3,2.4127004551961524e-05
overall,ALL,ALL,ippfind,1,8.042334850653843e-06
overall,ALL,ALL,issue_json=$(mktemp);,1,8.042334850653843e-06
overall,ALL,ALL,journalctl,1,8.042334850653843e-06
overall,ALL,ALL,jq,1452,0.011677470203149378
overall,ALL,ALL,k3s,1,8.042334850653843e-06
overall,ALL,ALL,kill,186,0.0014958742822216147
overall,ALL,ALL,kimi,7,5.6296343954576895e-05
overall,ALL,ALL,kpsewhich,1,8.042334850653843e-06
overall,ALL,ALL,kubectl,3,2.4127004551961524e-05
overall,ALL,ALL,kubectl;,1,8.042334850653843e-06
overall,ALL,ALL,latest-agent-canary-rerun-20260715-173502,2,1.6084669701307685e-05
overall,ALL,ALL,latest-agent-canary-rerun;,3,2.4127004551961524e-05
overall,ALL,ALL,latest=$(find,34,0.00027343938492223064
overall,ALL,ALL,latest=$(ls,2,1.6084669701307685e-05
overall,ALL,ALL,latest_agent_cli_canary.sh,5,4.021167425326921e-05
overall,ALL,ALL,latexmk,156,0.0012546042367019992
overall,ALL,ALL,ldconfig,2,1.6084669701307685e-05
overall,ALL,ALL,ldd,5,4.021167425326921e-05
overall,ALL,ALL,legacy-combined-lite.policy,2,1.6084669701307685e-05
overall,ALL,ALL,legacy-combined-lite.report,1,8.042334850653843e-06
overall,ALL,ALL,legacy-file-combined.policy,1,8.042334850653843e-06
overall,ALL,ALL,legacy-file-rules.policy,1,8.042334850653843e-06
overall,ALL,ALL,legacy-file-suffix.policy,1,8.042334850653843e-06
overall,ALL,ALL,legacy-file-suffix.report,3,2.4127004551961524e-05
overall,ALL,ALL,legacy-network.policy,1,8.042334850653843e-06
overall,ALL,ALL,legacy-network.sh,1,8.042334850653843e-06
overall,ALL,ALL,legacy-worst.policy,1,8.042334850653843e-06
overall,ALL,ALL,let,8,6.433867880523074e-05
overall,ALL,ALL,"let{output,...rest}=await",4,3.216933940261537e-05
overall,ALL,ALL,linux-5.10.260-actplane,11,8.846568335719226e-05
overall,ALL,ALL,litellm,1,8.042334850653843e-06
overall,ALL,ALL,llama-cli,12,9.65080182078461e-05
overall,ALL,ALL,llama-completion,2,1.6084669701307685e-05
overall,ALL,ALL,llama-gguf,6,4.825400910392305e-05
overall,ALL,ALL,llama-server,49,0.00039407440768203826
overall,ALL,ALL,llama-tokenize,1,8.042334850653843e-06
overall,ALL,ALL,llm-agents-study,4,3.216933940261537e-05
overall,ALL,ALL,llvm-nm,1,8.042334850653843e-06
overall,ALL,ALL,llvm-objdump,21,0.00016888903186373068
overall,ALL,ALL,llvm-objdump;,1,8.042334850653843e-06
overall,ALL,ALL,llvm-readelf,2,1.6084669701307685e-05
overall,ALL,ALL,ln,7,5.6296343954576895e-05
overall,ALL,ALL,locale,1,8.042334850653843e-06
overall,ALL,ALL,localhost:3000,3,2.4127004551961524e-05
overall,ALL,ALL,log=$(mktemp,3,2.4127004551961524e-05
overall,ALL,ALL,loginctl,1,8.042334850653843e-06
overall,ALL,ALL,loop-001-rq1-r114-current-profile;,2,1.6084669701307685e-05
overall,ALL,ALL,loop-001-rq2-hintbench;,1,8.042334850653843e-06
overall,ALL,ALL,loop-rq2-02,22,0.00017693136671438452
overall,ALL,ALL,loop-rq2-agentnet,4,3.216933940261537e-05
overall,ALL,ALL,loop-rq2-agentprocessbench-wilson;,1,8.042334850653843e-06
overall,ALL,ALL,lpoptions,2,1.6084669701307685e-05
overall,ALL,ALL,lpstat,3,2.4127004551961524e-05
overall,ALL,ALL,ls,1702,0.013688053915812839
overall,ALL,ALL,lsattr,1,8.042334850653843e-06
overall,ALL,ALL,lscpu,1,8.042334850653843e-06
overall,ALL,ALL,lsmod,1,8.042334850653843e-06
overall,ALL,ALL,lsof,33,0.0002653970500715768
overall,ALL,ALL,lsusb,4,3.216933940261537e-05
overall,ALL,ALL,lynx,1,8.042334850653843e-06
overall,ALL,ALL,m=$(find,1,8.042334850653843e-06
overall,ALL,ALL,main.pdf,1,8.042334850653843e-06
overall,ALL,ALL,main.tex,1,8.042334850653843e-06
overall,ALL,ALL,make,1097,0.008822441331167264
overall,ALL,ALL,man,2,1.6084669701307685e-05
overall,ALL,ALL,master-before-drop-116-119-$(date +%Y%m%d-%H%M%S),1,8.042334850653843e-06
overall,ALL,ALL,matter,2,1.6084669701307685e-05
overall,ALL,ALL,mcp,1,8.042334850653843e-06
overall,ALL,ALL,md5sum,4,3.216933940261537e-05
overall,ALL,ALL,meta=$(rg,1,8.042334850653843e-06
overall,ALL,ALL,miniswe-Anthropic__Claude-Sonnet-4-20250514-Thinking-add-benchmark-lm-eval-harness-54ac67f0.tar.zst,1,8.042334850653843e-06
overall,ALL,ALL,miniswe-Anthropic__Claude-Sonnet-4-20250514-Thinking-add-benchmark-lm-eval-harness-54ac67f0.tar.zst;,2,1.6084669701307685e-05
overall,ALL,ALL,miniswe-Anthropic__Claude-Sonnet-4-20250514-Thinking-compile-compcert-997ae681.tar.zst;,1,8.042334850653843e-06
overall,ALL,ALL,miniswe-OpenAI__GPT-5-clap-rs__clap-2501-1c7ee8f3.tar.zst;,2,1.6084669701307685e-05
overall,ALL,ALL,miniswe-OpenAI__GPT-5-instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5-0b674c2a.tar.zst;,2,1.6084669701307685e-05
overall,ALL,ALL,mkdir,238,0.0019140756944556144
overall,ALL,ALL,mkdocs,3,2.4127004551961524e-05
overall,ALL,ALL,mktemp,23,0.00018497370156503836
overall,ALL,ALL,mlr,1,8.042334850653843e-06
overall,ALL,ALL,monitor-2026-W25.db;,3,2.4127004551961524e-05
overall,ALL,ALL,montage,1,8.042334850653843e-06
overall,ALL,ALL,mount,7,5.6296343954576895e-05
overall,ALL,ALL,mountpoint,1,8.042334850653843e-06
overall,ALL,ALL,moved=0,2,1.6084669701307685e-05
overall,ALL,ALL,mv,43,0.0003458203985781152
overall,ALL,ALL,native,1,8.042334850653843e-06
overall,ALL,ALL,native=$(find,2,1.6084669701307685e-05
overall,ALL,ALL,naturalistic,5,4.021167425326921e-05
overall,ALL,ALL,nc,1,8.042334850653843e-06
overall,ALL,ALL,nginx,1,8.042334850653843e-06
overall,ALL,ALL,nl,7455,0.05995560631162439
overall,ALL,ALL,nm,6,4.825400910392305e-05
overall,ALL,ALL,nmap,2,1.6084669701307685e-05
overall,ALL,ALL,no_timeout,1,8.042334850653843e-06
overall,ALL,ALL,node,238,0.0019140756944556144
overall,ALL,ALL,nonexistent,1,8.042334850653843e-06
overall,ALL,ALL,npm,484,0.0038924900677164594
overall,ALL,ALL,npm_diag_build=$(mktemp,1,8.042334850653843e-06
overall,ALL,ALL,npm_diag_dir=$(mktemp,1,8.042334850653843e-06
overall,ALL,ALL,npx,51,0.00041015907738334593
overall,ALL,ALL,nvcc,2,1.6084669701307685e-05
overall,ALL,ALL,nvidia-smi,397,0.003192806935709575
overall,ALL,ALL,objdump,26,0.0002091007061169999
overall,ALL,ALL,od,1,8.042334850653843e-06
overall,ALL,ALL,official-repo;,2,1.6084669701307685e-05
overall,ALL,ALL,old=$(git,1,8.042334850653843e-06
overall,ALL,ALL,old_home=$HOME;,3,2.4127004551961524e-05
overall,ALL,ALL,old_pids=$(pgrep,1,8.042334850653843e-06
overall,ALL,ALL,openclaw,1,8.042334850653843e-06
overall,ALL,ALL,opencode,38,0.000305608724324846
overall,ALL,ALL,opencode-response-debug-20260715-174641;,3,2.4127004551961524e-05
overall,ALL,ALL,opencode.exe;,1,8.042334850653843e-06
overall,ALL,ALL,opencode;,1,8.042334850653843e-06
overall,ALL,ALL,openhands-Anthropic__Claude-Sonnet-4-20250514-Thinking-3d-model-format-legacy-7498555b.tar.zst,2,1.6084669701307685e-05
overall,ALL,ALL,openhands-OpenAI__GPT-5-astropy__astropy-14369-0fb54358.tar.zst,1,8.042334850653843e-06
overall,ALL,ALL,openhands-OpenAI__GPT-5-instance_ansible__ansible-0fd88717c953b92ed8a50495d55e630eb5d59166-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5-5b83347a.tar.zst,1,8.042334850653843e-06
overall,ALL,ALL,openhands-OpenAI__GPT-5-instance_ansible__ansible-0fd88717c953b92ed8a50495d55e630eb5d59166-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5-5b83347a.tar.zst;,4,3.216933940261537e-05
overall,ALL,ALL,operations.jsonl;,2,1.6084669701307685e-05
overall,ALL,ALL,ownership-smoke-$(date,1,8.042334850653843e-06
overall,ALL,ALL,p=$(docker,1,8.042334850653843e-06
overall,ALL,ALL,p=$(find,4,3.216933940261537e-05
overall,ALL,ALL,p=$(head,2,1.6084669701307685e-05
overall,ALL,ALL,p=$(rg,2,1.6084669701307685e-05
overall,ALL,ALL,p=$(tar,1,8.042334850653843e-06
overall,ALL,ALL,pahole,1,8.042334850653843e-06
overall,ALL,ALL,pandoc,1,8.042334850653843e-06
overall,ALL,ALL,paper,6,4.825400910392305e-05
overall,ALL,ALL,parent=019e8f4a-9939-71a2-881d-010c7a8e2c1d;,1,8.042334850653843e-06
overall,ALL,ALL,paste,2,1.6084669701307685e-05
overall,ALL,ALL,pasted-text.txt,4,3.216933940261537e-05
overall,ALL,ALL,paths=$(while,1,8.042334850653843e-06
overall,ALL,ALL,pdffonts,6,4.825400910392305e-05
overall,ALL,ALL,pdfimages,1,8.042334850653843e-06
overall,ALL,ALL,pdfinfo,153,0.0012304772321500377
overall,ALL,ALL,pdflatex,235,0.0018899486899036529
overall,ALL,ALL,pdftocairo,1,8.042334850653843e-06
overall,ALL,ALL,pdftoppm,65,0.0005227517652924997
overall,ALL,ALL,pdftotext,211,0.0016969326534879605
overall,ALL,ALL,perf,1,8.042334850653843e-06
overall,ALL,ALL,perl,109,0.0008766144987212688
overall,ALL,ALL,pgrep,249,0.0020025413778128067
overall,ALL,ALL,pid=,9,7.238101365588458e-05
overall,ALL,ALL,pid=$(pgrep,3,2.4127004551961524e-05
overall,ALL,ALL,pip,12,9.65080182078461e-05
overall,ALL,ALL,pkg-config,3,2.4127004551961524e-05
overall,ALL,ALL,pkill,39,0.0003136510591754998
overall,ALL,ALL,playwright,1,8.042334850653843e-06
overall,ALL,ALL,poetry,1,8.042334850653843e-06
overall,ALL,ALL,policies,4,3.216933940261537e-05
overall,ALL,ALL,policy-corpus.sh,8,6.433867880523074e-05
overall,ALL,ALL,policy=$(sed,2,1.6084669701307685e-05
overall,ALL,ALL,"policy=$source AGENT = exec ""**""nsource PREFIX = exec ""tr*""nrule block:n  block exec ""true"" if AGENTn  because ""exec block""nrule source-prefix:n  notify exec ""tr"" if PREFIXn  because ""source prefix""nrule rule-prefix:n  notify exec ""ec*"" if AGENTn  because ""rule prefix""nrule condition:n  notify exec ""printf"" if AGENT unless after exec ""sh""n  because ""exec condition"";",2,1.6084669701307685e-05
overall,ALL,ALL,predictions.jsonl;,1,8.042334850653843e-06
overall,ALL,ALL,preflight-agentskill-citations,1,8.042334850653843e-06
overall,ALL,ALL,printf,719,0.0057824387576201125
overall,ALL,ALL,private,1,8.042334850653843e-06
overall,ALL,ALL,process,3,2.4127004551961524e-05
overall,ALL,ALL,prod(),1,8.042334850653843e-06
overall,ALL,ALL,ps,992,0.007977996171848611
overall,ALL,ALL,pstree,19,0.000152804362162423
overall,ALL,ALL,public,1,8.042334850653843e-06
overall,ALL,ALL,pwd,240,0.001930160364156922
overall,ALL,ALL,pwd;,39,0.0003136510591754998
overall,ALL,ALL,py-spy,2,1.6084669701307685e-05
overall,ALL,ALL,pyflakes,3,2.4127004551961524e-05
overall,ALL,ALL,python,775,0.006232809509256728
overall,ALL,ALL,python3,8105,0.0651831239645494
overall,ALL,ALL,python3.11,4,3.216933940261537e-05
overall,ALL,ALL,python3;,1,8.042334850653843e-06
overall,ALL,ALL,q1=$(head,1,8.042334850653843e-06
overall,ALL,ALL,quick_validate.py,3,2.4127004551961524e-05
overall,ALL,ALL,quick_validate.py;,2,1.6084669701307685e-05
overall,ALL,ALL,raw,3,2.4127004551961524e-05
overall,ALL,ALL,read,9,7.238101365588458e-05
overall,ALL,ALL,readelf,10,8.042334850653842e-05
overall,ALL,ALL,readlink,16,0.00012867735761046148
overall,ALL,ALL,rel=$(sed,1,8.042334850653843e-06
overall,ALL,ALL,rename.sh,2,1.6084669701307685e-05
overall,ALL,ALL,review_target=$(mktemp,2,1.6084669701307685e-05
overall,ALL,ALL,review_tmp=$(mktemp,1,8.042334850653843e-06
overall,ALL,ALL,rg,10579,0.085079860385067
overall,ALL,ALL,rid=root:019f25fa-3bfc-7a02-a147-8b4dcff94f41:;,1,8.042334850653843e-06
overall,ALL,ALL,rm,614,0.004937993598301459
overall,ALL,ALL,rmdir,12,9.65080182078461e-05
overall,ALL,ALL,rollout-2026-03-06T19-31-58-019cc65a-14c5-7e21-97c6-0c1c31fae2d2.jsonl;,2,1.6084669701307685e-05
overall,ALL,ALL,rollout-2026-06-13T12-36-08-019ec27c-04e6-7793-9491-304c321390ac.jsonl;,1,8.042334850653843e-06
overall,ALL,ALL,rollout-2026-06-22T21-44-58-019ef2cb-bb39-7d11-b785-4c98243dad11.jsonl;,1,8.042334850653843e-06
overall,ALL,ALL,rollout-2026-07-02T20-16-24-019f25fa-3bfc-7a02-a147-8b4dcff94f41.jsonl;,1,8.042334850653843e-06
overall,ALL,ALL,rollout-2026-07-06T14-30-51-019f3957-5241-7a83-86ad-1adf4784cc11.jsonl;,1,8.042334850653843e-06
overall,ALL,ALL,rollout-2026-07-07T15-41-28-019f3ebe-5390-72f0-aee1-d0229bcf0dc9.jsonl;,1,8.042334850653843e-06
overall,ALL,ALL,rollout-2026-07-08T22-42-50-019f4566-7567-71e3-9c0b-5527a4310945.jsonl;,3,2.4127004551961524e-05
overall,ALL,ALL,rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2.jsonl,1,8.042334850653843e-06
overall,ALL,ALL,rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2.jsonl;,13,0.00010455035305849995
overall,ALL,ALL,rollout-2026-07-11T19-41-26-019f5433-75b4-7661-89fd-cb6cad635b59.jsonl;,3,2.4127004551961524e-05
overall,ALL,ALL,rollout-2026-07-11T20-33-49-019f5463-6a0e-7091-84fe-b668e4c232ee.jsonl;,1,8.042334850653843e-06
overall,ALL,ALL,rollout-2026-07-15T21-30-43-019f6930-f491-79c3-a633-3cf3f7b5cd9c.jsonl;,1,8.042334850653843e-06
overall,ALL,ALL,rollout-2026-07-20T00-40-43-019f7e78-582c-7d32-94d0-8294210faadf.jsonl;,1,8.042334850653843e-06
overall,ALL,ALL,rollout-2026-07-21T03-10-48-019f8428-1bd1-7751-bef1-e2a03636aa6b.jsonl,2,1.6084669701307685e-05
overall,ALL,ALL,root=019e2445-6e0a-78f2-8d60-9863c2fc95c6;,1,8.042334850653843e-06
overall,ALL,ALL,root=root:019f25fa-3bfc-7a02-a147-8b4dcff94f41:user-line:55388;,1,8.042334850653843e-06
overall,ALL,ALL,root_file=$(find,1,8.042334850653843e-06
overall,ALL,ALL,root_id=019f4e0a-4dcc-74f1-8660-ffcb102ce0a2;,4,3.216933940261537e-05
overall,ALL,ALL,rsvg-convert,8,6.433867880523074e-05
overall,ALL,ALL,rsync,5,4.021167425326921e-05
overall,ALL,ALL,ruby,18,0.00014476202731176916
overall,ALL,ALL,ruff,5,4.021167425326921e-05
overall,ALL,ALL,run,2,1.6084669701307685e-05
overall,ALL,ALL,run-in-kvm.sh,3,2.4127004551961524e-05
overall,ALL,ALL,run_dir=$(ls,5,4.021167425326921e-05
overall,ALL,ALL,run_min(),1,8.042334850653843e-06
overall,ALL,ALL,rust_current=$(rg,1,8.042334850653843e-06
overall,ALL,ALL,rustc,5,4.021167425326921e-05
overall,ALL,ALL,rustfmt,206,0.0016567209792346914
overall,ALL,ALL,rustup,8,6.433867880523074e-05
overall,ALL,ALL,s01-use-uv-$(date,1,8.042334850653843e-06
overall,ALL,ALL,s01-use-uv-opaque-steps1-$(date,1,8.042334850653843e-06
overall,ALL,ALL,s01-use-uv-steps1-$(date,1,8.042334850653843e-06
overall,ALL,ALL,"s=Across 2,116 AI agent instruction statements, 64% are policies; of those policies, 83% are system-observable and 45% directly enforceable at OS hooks.;",1,8.042334850653843e-06
overall,ALL,ALL,s=miniswe-OpenAI__GPT-5-instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5-0b674c2a;,2,1.6084669701307685e-05
overall,ALL,ALL,safety-api-in-codebase,1,8.042334850653843e-06
overall,ALL,ALL,sane-find-scanner,6,4.825400910392305e-05
overall,ALL,ALL,scanimage,10,8.042334850653842e-05
overall,ALL,ALL,scratchpad,4,3.216933940261537e-05
overall,ALL,ALL,scratchpad;,8,6.433867880523074e-05
overall,ALL,ALL,script,3,2.4127004551961524e-05
overall,ALL,ALL,sed,21372,0.1718807804281739
overall,ALL,ALL,semantic-flamegraph-artifacts-v2,2,1.6084669701307685e-05
overall,ALL,ALL,session=$(rg,1,8.042334850653843e-06
overall,ALL,ALL,session=miniswe-Anthropic__Claude-Sonnet-4-20250514-Thinking-add-benchmark-lm-eval-harness-54ac67f0;,1,8.042334850653843e-06
overall,ALL,ALL,session_args=(,3,2.4127004551961524e-05
overall,ALL,ALL,set,317,0.0025494201476572676
overall,ALL,ALL,setsid,5,4.021167425326921e-05
overall,ALL,ALL,setup_token_bpffs.sh,2,1.6084669701307685e-05
overall,ALL,ALL,sh,15,0.00012063502275980763
overall,ALL,ALL,sha256sum,97,0.0007801064805134227
overall,ALL,ALL,shellcheck,1,8.042334850653843e-06
overall,ALL,ALL,sitemap.xml?verify=c8063db9');,1,8.042334850653843e-06
overall,ALL,ALL,sleep,212,0.0017049749883386145
overall,ALL,ALL,sort,3,2.4127004551961524e-05
overall,ALL,ALL,source,66,0.0005307941001431535
overall,ALL,ALL,split_count(),1,8.042334850653843e-06
overall,ALL,ALL,sqlite3,112,0.0009007415032732303
overall,ALL,ALL,src,17,0.00013671969246111532
overall,ALL,ALL,ss,50,0.00040211674253269207
overall,ALL,ALL,sslsniff,10,8.042334850653842e-05
overall,ALL,ALL,stamp=$(date,1,8.042334850653843e-06
overall,ALL,ALL,stat,187,0.0015039166170722684
overall,ALL,ALL,state_5.sqlite;,1,8.042334850653843e-06
overall,ALL,ALL,stdiocap,1,8.042334850653843e-06
overall,ALL,ALL,step-0017-20260714T121012-0700;,1,8.042334850653843e-06
overall,ALL,ALL,step-0031-agentboard-task-identity,6,4.825400910392305e-05
overall,ALL,ALL,step-0055-20260720T103701-0700,1,8.042334850653843e-06
overall,ALL,ALL,"store(ci_watch_final_session,",1,8.042334850653843e-06
overall,ALL,ALL,strace,4,3.216933940261537e-05
overall,ALL,ALL,stress-ng,3,2.4127004551961524e-05
overall,ALL,ALL,strings,31,0.0002493123803702691
overall,ALL,ALL,stty,1,8.042334850653843e-06
overall,ALL,ALL,sunagent,1,8.042334850653843e-06
overall,ALL,ALL,svg_before=$(sha256sum,1,8.042334850653843e-06
overall,ALL,ALL,sweagent-OpenAI__GPT-5-Significant-Gravitas__AutoGPT-4652-b968024b.tar.zst,4,3.216933940261537e-05
overall,ALL,ALL,sweagent-OpenAI__GPT-5-Significant-Gravitas__AutoGPT-4652-b968024b.tar.zst;,1,8.042334850653843e-06
overall,ALL,ALL,sweagent-OpenAI__GPT-5-huggingface__transformers-13989-f41dae7b.tar.zst;,2,1.6084669701307685e-05
overall,ALL,ALL,sync-agentsight-docs.sh,1,8.042334850653843e-06
overall,ALL,ALL,sysctl,5,4.021167425326921e-05
overall,ALL,ALL,sysinfo-0.36.1;,5,4.021167425326921e-05
overall,ALL,ALL,systemctl,29,0.00023322771066896142
overall,ALL,ALL,systemd-run,1,8.042334850653843e-06
overall,ALL,ALL,tail,1646,0.013237683164176223
overall,ALL,ALL,tar,26,0.0002091007061169999
overall,ALL,ALL,target=$(date,1,8.042334850653843e-06
overall,ALL,ALL,target=$(sleep,1,8.042334850653843e-06
overall,ALL,ALL,task26=$(jq,1,8.042334850653843e-06
overall,ALL,ALL,task=root:019e2445-6e0a-78f2-8d60-9863c2fc95c6:user-line:47380;,1,8.042334850653843e-06
overall,ALL,ALL,task_cache=$(mktemp,1,8.042334850653843e-06
overall,ALL,ALL,tcx_demo,2,1.6084669701307685e-05
overall,ALL,ALL,td=$(mktemp,1,8.042334850653843e-06
overall,ALL,ALL,telbench_0393.profile.json;,1,8.042334850653843e-06
overall,ALL,ALL,telbench_0516.profile.json;,1,8.042334850653843e-06
overall,ALL,ALL,terminal-bench,1,8.042334850653843e-06
overall,ALL,ALL,terminus2-Anthropic__Claude-Sonnet-4-20250514-Thinking-accelerate-maximal-square-eca249fc.tar.zst,1,8.042334850653843e-06
overall,ALL,ALL,terminus2-Anthropic__Claude-Sonnet-4-20250514-Thinking-accelerate-maximal-square-eca249fc.tar.zst;,1,8.042334850653843e-06
overall,ALL,ALL,terminus2-DeepSeek__DeepSeek-V3.2-amuse-install-f391120f.tar.zst,1,8.042334850653843e-06
overall,ALL,ALL,terms=(bpfix,1,8.042334850653843e-06
overall,ALL,ALL,tesseract,1,8.042334850653843e-06
overall,ALL,ALL,test,233,0.001873864020202345
overall,ALL,ALL,test-gbnf-validator,1,8.042334850653843e-06
overall,ALL,ALL,test-kernel-5.10.sh,56,0.00045037075163661516
overall,ALL,ALL,test_codex_offsets,6,4.825400910392305e-05
overall,ALL,ALL,test_semantic_tag_flamegraph.py:},1,8.042334850653843e-06
overall,ALL,ALL,test_taint,1,8.042334850653843e-06
overall,ALL,ALL,texcount,19,0.000152804362162423
overall,ALL,ALL,text(ALL_TOOLS.filter(x,4,3.216933940261537e-05
overall,ALL,ALL,text(ALL_TOOLS.filter(x=>x.name.startsWith(codex_app__)).map(x=>x.name));,1,8.042334850653843e-06
overall,ALL,ALL,text(await,9,7.238101365588458e-05
overall,ALL,ALL,thoughts_actions,1,8.042334850653843e-06
overall,ALL,ALL,tmp.g51Wo2mF3Y;,1,8.042334850653843e-06
overall,ALL,ALL,tmp1=$(mktemp,1,8.042334850653843e-06
overall,ALL,ALL,tmp1=$(mktemp);,2,1.6084669701307685e-05
overall,ALL,ALL,tmp=$(ls,1,8.042334850653843e-06
overall,ALL,ALL,tmp=$(mktemp,191,0.0015360859564748839
